"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"HLA-E",9.67085022857218e-14,0.822295342443069,0.259,0.091,1.51890373689955e-09
"MKNK2",1.03880149058038e-13,0.888238404648947,0.229,0.077,1.63154162110554e-09
"CRISPLD1",1.04313568397661e-13,1.17877787874115,0.306,0.125,1.63834890525366e-09
"BAIAP2",1.52669497542165e-13,1.162316791983,0.294,0.12,2.39782712839724e-09
"SP100",1.54344469461029e-13,0.485824730974818,0.106,0.021,2.42413423735492e-09
"EFHB",1.91507287363128e-13,0.666871392557676,0.112,0.024,3.00781345532529e-09
"BAIAP3",1.95010681041729e-13,0.833585512610295,0.165,0.046,3.06283775644140e-09
"CLVS1",2.27334679924591e-13,0.876150411803252,0.206,0.066,3.57051848289563e-09
"MORN1",3.31398116510055e-13,0.99233679270626,0.147,0.038,5.20493881790693e-09
"PALM2-AKAP2",3.5229798238159e-13,0.755005789107586,0.218,0.072,5.53319211128525e-09
"ARMC2",3.89309929714903e-13,0.947998715394635,0.394,0.194,6.11450175610226e-09
"HAGHL",5.70245013686824e-13,0.808319214199062,0.2,0.064,8.95626818496526e-09
"MIPEP",6.81789324126147e-13,0.941104609846291,0.276,0.111,1.07081831247253e-08
"IER2",7.60280234568072e-13,0.966293462029594,0.276,0.11,1.19409613641261e-08
"RBM23",8.58470717726728e-13,0.791243187151607,0.218,0.074,1.3483141092616e-08
"GEM",8.77153312956446e-13,1.26969040557681,0.306,0.132,1.37765699332939e-08
"SSBP3",9.70992654990737e-13,0.809009178841893,0.312,0.132,1.52504106392845e-08
"EIF5",9.962085990078e-13,0.870660759815383,0.282,0.115,1.56464522560165e-08
"PRKD2",1.33128721035482e-12,0.896807793247195,0.124,0.03,2.09091969258328e-08
"MOB3B",1.38376696749174e-12,0.832447455309327,0.4,0.196,2.17334439914253e-08
"KIF27",1.73105824945766e-12,1.01774930289145,0.3,0.129,2.7188000865982e-08
"GADD45A",1.74248796838072e-12,0.791970797875781,0.165,0.048,2.73675160313875e-08
"CUEDC1",2.30096751261314e-12,0.75969545279853,0.294,0.121,3.61389957531019e-08
"GABRG3",2.92040956770136e-12,0.96681372779141,0.194,0.064,4.58679526703176e-08
"CTNNAL1",3.14605686858173e-12,1.07832548803912,0.141,0.039,4.94119691779447e-08
"KLHL29",3.19388155206042e-12,1.03374484228579,0.235,0.087,5.0163103656661e-08
"HKDC1",4.01419606182691e-12,0.732274568795468,0.124,0.03,6.30469633470535e-08
"SRCIN1",5.35973612468041e-12,0.888011861120367,0.265,0.105,8.41800155742305e-08
"KIAA0556",9.12578210276327e-12,0.965028507410569,0.306,0.137,1.43329533706e-07
"ZFP36L2",9.60794828336265e-12,0.877394043198307,0.241,0.092,1.50902435738494e-07
"PLEKHB2",1.17180033199989e-11,1.07487403231754,0.206,0.074,1.84042960143902e-07
"PTCH2",1.49242465806308e-11,0.640557502183021,0.135,0.037,2.34400216795387e-07
"FBXL2",1.53334261927113e-11,0.884364903337994,0.247,0.096,2.40826791782724e-07
"CCDC65",1.72993182285044e-11,0.698317518791778,0.129,0.034,2.71703092096889e-07
"FAAP20",2.61680387123962e-11,0.679489199067432,0.129,0.035,4.10995216016895e-07
"FAM174A",2.6407618607102e-11,0.834317176785756,0.147,0.043,4.14758057843144e-07
"SLIT2",3.67395573022429e-11,0.966116964604098,0.341,0.169,5.77031486989027e-07
"NELFA",3.75220700724223e-11,0.906953489716491,0.259,0.106,5.89321632557464e-07
"BTG2",4.46041433526314e-11,0.84023337163566,0.241,0.097,7.00552675496429e-07
"IFT27",4.61368142660911e-11,0.879621608789228,0.218,0.081,7.24624804863227e-07
"NUDC",5.1197802240918e-11,0.840238643101135,0.165,0.053,8.04112681995857e-07
"FBXO36",6.77842926903919e-11,0.778861013377127,0.153,0.047,1.06462010099529e-06
"BCO2",9.21467012776415e-11,0.672215725764548,0.118,0.031,1.44725609026664e-06
"CNTRL",1.08444389365851e-10,0.735139446359907,0.265,0.114,1.70322757938005e-06
"BCL2L1",1.37550452321564e-10,0.881469708227135,0.3,0.139,2.16036740416249e-06
"RAPGEF1",1.55471062444366e-10,0.853727907760706,0.318,0.152,2.44182850675121e-06
"RPGRIP1L",1.8020634228427e-10,0.813965404777178,0.194,0.071,2.83032081191674e-06
"TFEB",1.83697547698808e-10,0.79070165299374,0.235,0.094,2.88515368415747e-06
"HES1",2.0226830178338e-10,0.848532576859794,0.294,0.137,3.17682594780976e-06
"IFT46",2.18165206396048e-10,0.561195342531858,0.124,0.034,3.42650273165632e-06
"SLC6A9",2.32891562758673e-10,0.431440280778152,0.106,0.026,3.65779488468771e-06
"WBSCR17",2.56799283304924e-10,0.751423931465032,0.306,0.142,4.03328954358714e-06
"CYR61",3.03653290654712e-10,1.10404551034209,0.188,0.068,4.7691785830229e-06
"BIN3",3.23119305200617e-10,0.686940822692806,0.159,0.052,5.07491180748089e-06
"NFIL3",3.23229011504752e-10,0.729817013335561,0.147,0.046,5.07663485469364e-06
"DYRK3",3.25147761017119e-10,0.635905675529815,0.129,0.037,5.10677073453487e-06
"NUCB1",3.37352551169018e-10,0.803951262219718,0.141,0.043,5.29845916866059e-06
"IFT81",3.71682588648055e-10,0.694102033537156,0.194,0.072,5.83764673730635e-06
"NDE1",3.90567745659965e-10,0.801647791677785,0.235,0.096,6.13425701333541e-06
"WDR35",6.70648752553731e-10,0.769624608840353,0.229,0.094,1.05332093076089e-05
"GREB1L",7.6538652408085e-10,0.848745650885901,0.224,0.093,1.20211607472138e-05
"FAM134B",1.00063688416246e-09,0.914882628978338,0.288,0.135,1.57160029026556e-05
"NT5DC3",1.40491602156743e-09,0.789186988478596,0.235,0.099,2.20656110347381e-05
"MAP3K14",1.63346272951665e-09,0.832214846883595,0.247,0.11,2.56551656297885e-05
"C12orf57",1.67552652711675e-09,0.486252474925136,0.106,0.028,2.63158196348957e-05
"ARHGAP18",1.90888244728198e-09,0.917135419799789,0.218,0.091,2.99809077170108e-05
"ARMC9",2.39908215265126e-09,0.725980622121926,0.288,0.139,3.76799842895406e-05
"SLC5A11",2.84658861388779e-09,0.748088366339926,0.265,0.118,4.47085207697216e-05
"PEBP4",3.13001979581908e-09,0.727376087896653,0.229,0.097,4.91600909131345e-05
"TACC2",3.1456903036299e-09,0.572036989358923,0.165,0.058,4.94062119088113e-05
"ELL",3.274110678577e-09,0.547109912422955,0.124,0.037,5.14231823177303e-05
"CLIP2",3.55009238071101e-09,0.82296507097864,0.318,0.163,5.57577509314471e-05
"TNFRSF10B",3.71517131027937e-09,0.996256418206182,0.194,0.078,5.83504805992479e-05
"WDR19",4.82647636559018e-09,0.648985021959538,0.218,0.09,7.58046377979594e-05
"ACTN1",5.04585010146949e-09,0.838603086417761,0.182,0.07,7.92501216936797e-05
"IFT122",5.05581149212466e-09,0.706765927740648,0.2,0.082,7.94065752953099e-05
"DGKZ",5.26842007664377e-09,0.727656499247937,0.259,0.117,8.27458057237671e-05
"SH3PXD2A",5.4611351441221e-09,0.774211748449439,0.247,0.109,8.57725885735817e-05
"NPHP1",7.08778615182241e-09,0.980237221428428,0.2,0.081,0.000111320769300523
"SLIT3",7.22591937349124e-09,0.885804846693507,0.235,0.104,0.000113490289680053
"ZDHHC11B",7.94675813479007e-09,0.680034370347663,0.182,0.07,0.000124811783265013
"EPHX2",8.58207138043676e-09,0.45587281524281,0.135,0.043,0.00013479001310114
"CUBN",1.05538994285621e-08,0.767324745209214,0.159,0.057,0.000165759544424997
"HNRNPF",1.09529306577365e-08,0.829100486182519,0.153,0.055,0.000172026728910409
"PLTP",1.1611846498965e-08,0.799886259143081,0.159,0.058,0.000182375661112744
"NEDD1",1.39490206347493e-08,0.426591492190342,0.106,0.03,0.000219083318089372
"CEBPD",2.01008531123753e-08,0.869762062141172,0.247,0.117,0.000315703998982967
"SQSTM1",2.22290202125289e-08,1.11902454128018,0.341,0.194,0.000349128991457979
"CRLF1",2.86162064879721e-08,0.431549593094321,0.112,0.034,0.00044944613910009
"TBC1D4",2.90999093515272e-08,0.634423586419471,0.171,0.066,0.000457043176275086
"NTN1",2.91321759794967e-08,0.597815217388657,0.124,0.04,0.000457549955933975
"LRRC63",3.10052234268548e-08,0.496580592328931,0.147,0.052,0.000486968039142182
"DYNLT1",3.26253720621941e-08,0.6146230526142,0.106,0.031,0.000512414093608821
"RSPH3",3.85330514181881e-08,0.671575773674328,0.153,0.057,0.000605200105574062
"NKD1",4.61398781743299e-08,0.486542200868884,0.112,0.034,0.000724672926606025
"VOPP1",4.76923436987474e-08,0.922790335080551,0.271,0.138,0.000749055950132527
"LCA5",5.44262377842206e-08,0.777806037316553,0.188,0.079,0.000854818490638969
"RGS3",6.4896807070518e-08,0.830191528423642,0.124,0.041,0.00101926925184956
"DPY19L2",6.55736914291764e-08,0.705462473773108,0.188,0.079,0.00102990039758665
"SPSB1",7.32132293269081e-08,0.728570201301635,0.118,0.039,0.00114988697980842
"OSMR",7.84393962078282e-08,0.801316226910181,0.182,0.076,0.00123196915684015
"PLA2G16",9.3091765463195e-08,0.662745227187586,0.312,0.168,0.00146209926836494
"ABAT",9.45007479363123e-08,0.768267666818585,0.324,0.178,0.00148422874708772
"SEMA3D",9.80412126488872e-08,0.47574900678183,0.112,0.035,0.00153983528586342
"NWD1",1.01517866786288e-07,0.841882925376267,0.294,0.16,0.00159443961574543
"CHST6",1.13606382131877e-07,0.609038651380289,0.135,0.048,0.00178430183776326
"DENND6B",1.25587031343439e-07,0.451911484573518,0.135,0.047,0.00197246991428005
"DNAJA1",1.33648085729912e-07,1.09558813058624,0.235,0.115,0.00209907683447399
"CORO2B",1.3609118229154e-07,0.634274113873132,0.312,0.17,0.00213744810907093
"ZNF273",1.44543192815895e-07,0.709058119541129,0.218,0.099,0.00227019538636644
"FAM118A",1.76801930571426e-07,0.58464010755764,0.124,0.043,0.00277685112155481
"CCT6A",1.824277024554e-07,0.597768424820459,0.112,0.037,0.00286520949476452
"ZBTB7C",1.94934806539371e-07,0.754815890380945,0.329,0.185,0.00306164607150737
"HSPA12A",2.55632908803649e-07,0.776594883766246,0.271,0.142,0.00401497046567011
"TMC6",2.66626797533714e-07,0.404335739328436,0.165,0.065,0.00418764048206451
"DFNB31",2.82628013165579e-07,0.489544364333597,0.188,0.082,0.00443895557477858
"C1D",2.8887741513216e-07,0.699880788714226,0.176,0.075,0.00453710868206571
"MYRIP",2.91557268894577e-07,0.789090519728191,0.282,0.153,0.00457919846525822
"CCNL1",3.08831586156894e-07,0.861120004835125,0.329,0.195,0.00485050889218018
"RPS15",3.2247614897141e-07,0.792915025015245,0.159,0.062,0.00506481039574496
"AFMID",3.72241929525195e-07,0.442441249797244,0.129,0.046,0.00584643174512271
"PLEKHG3",3.78137809678162e-07,0.834920678892258,0.171,0.071,0.00593903243880521
"LITAF",3.81134129812369e-07,0.778290159297122,0.159,0.064,0.00598609264283307
"CCDC57",3.84678208241065e-07,0.665010280109264,0.218,0.104,0.00604175593863417
"PHTF1",3.85033050126536e-07,0.652268318340594,0.2,0.091,0.00604732908528737
"CWC25",4.88461297983324e-07,0.410078941425649,0.112,0.038,0.00767177314612609
"ZFHX2",5.70136230302456e-07,0.643956584100165,0.188,0.085,0.00895455963313038
"BASP1",7.41919666701737e-07,0.847680984489196,0.241,0.125,0.0116525902852175
"IFT140",7.80108721908767e-07,0.544325498417913,0.141,0.055,0.0122523875862991
"BRF1",8.22268463382031e-07,0.73757126102941,0.176,0.077,0.0129145484858782
"CCDC138",1.1008725394597e-06,0.528373328580635,0.182,0.081,0.017290304104754
"FBXO32",1.15391160648655e-06,0.93037377262261,0.206,0.098,0.0181233356914778
"MTSS1",1.26509733281244e-06,0.493004046147201,0.218,0.104,0.0198696187091522
"TCTN1",1.28918435907295e-06,0.612480118709966,0.182,0.083,0.0202479295435997
"CPNE2",1.72229220288365e-06,0.591390863879771,0.129,0.05,0.0270503213384907
"CES4A",2.61479258590725e-06,0.286929062532227,0.118,0.043,0.0410679323542592
"ELMSAN1",2.62578279335503e-06,0.802852011514863,0.165,0.074,0.0412405445524341
"AK9",2.74058682549097e-06,0.702745518971109,0.188,0.089,0.0430436566811612
"ABCG1",3.9147292348772e-06,0.562389939859999,0.141,0.059,0.0614847373629813
"FAM149A",4.02028444028309e-06,0.646889987168434,0.124,0.048,0.0631425874190862
"ERICH3",4.16343820904768e-06,0.516021838409553,0.118,0.044,0.0653909605113029
"FAM81A",4.32766928453632e-06,0.632479308106492,0.182,0.086,0.0679703737829275
"COL28A1",4.71949387098923e-06,0.721787851793648,0.188,0.091,0.0741243707377568
"POLR2F",5.5323584460387e-06,0.605010123750427,0.306,0.179,0.0868912217534838
"LINGO1",5.58379254901587e-06,0.674637305102142,0.271,0.147,0.0876990457748433
"LRRC27",5.73180908865777e-06,0.52617113490493,0.141,0.06,0.090023793546459
"GPR156",6.02765727381265e-06,0.522138224260787,0.106,0.039,0.0946703851425014
"FAM229B",6.76201419428901e-06,0.446021747690943,0.124,0.049,0.106204194935503
"CC2D2A",6.90936659329872e-06,0.668249749744215,0.224,0.117,0.10851851171435
"NDUFS6",7.82154785186835e-06,0.615945271391214,0.124,0.05,0.122845230561444
"GPR135",8.56720155935573e-06,0.375258452328903,0.129,0.052,0.134556467691241
"DNAJB2",9.27662772814279e-06,0.681148319866429,0.259,0.142,0.145698715098211
"DUSP1",9.45138598525676e-06,0.835506023645025,0.241,0.133,0.148443468284443
"AMPD3",9.63290386878119e-06,0.555496649349469,0.135,0.057,0.151294388163077
"EXTL2",1.09114740216969e-05,0.536406418523322,0.147,0.065,0.171375610984772
"PTPRF",1.11010577217053e-05,0.511407281374214,0.224,0.12,0.174353212577103
"HECTD2",1.1846089169548e-05,0.83649943699003,0.276,0.168,0.18605467649692
"SSFA2",1.31542967843492e-05,0.631592497359281,0.194,0.1,0.206601385294989
"CCDC191",1.37159320219202e-05,0.54072190297544,0.212,0.111,0.215422428336279
"RASD1",1.4520277178178e-05,0.490212177634781,0.147,0.065,0.228055473360464
"CNTN2",1.4704226638191e-05,0.446186968936894,0.253,0.139,0.230944583579427
"HSPA1A",1.4844386919719e-05,1.2251349169006,0.259,0.154,0.233145940961107
"SORBS2",1.56249311606771e-05,0.641335800981885,0.282,0.172,0.245405168809594
"FLNB",1.61420911217199e-05,0.724780085713044,0.118,0.048,0.253527683157733
"B2M",1.66323098142695e-05,0.679051112486561,0.218,0.116,0.261227057942917
"PALD1",1.79431535281215e-05,0.516065974986061,0.118,0.047,0.281815169312676
"LMCD1",2.00081486725419e-05,1.19688841478687,0.118,0.049,0.314247983050943
"RAB11A",2.27049437890167e-05,0.514401570228441,0.306,0.188,0.356603847150296
"SEC14L5",2.54362155050775e-05,0.602261023497563,0.188,0.096,0.399501200722747
"CRK",2.66863814949148e-05,0.560862852404469,0.194,0.101,0.419136307759133
"FBXO16",2.81865162555907e-05,0.52534078598729,0.118,0.048,0.442697424310308
"IFT172",3.09922334182683e-05,0.615479322350909,0.218,0.122,0.486764018067322
"SLC36A4",4.09809895008507e-05,0.513106785623934,0.218,0.119,0.643647421100361
"NINJ2",4.11927465495012e-05,0.434755360239898,0.112,0.046,0.646973277306467
"MLLT1",4.72236005143377e-05,0.611698089251216,0.106,0.043,0.741693869678188
"LDB3",5.01026205776493e-05,0.461902098110352,0.194,0.1,0.786911758792561
"GTF2IRD2",5.07830049797506e-05,0.518212951917679,0.159,0.077,0.797597876211963
"ACTN2",5.12349702280667e-05,0.517530535390206,0.147,0.069,0.804696442402015
"THRAP3",5.26597782792402e-05,0.564698445019391,0.282,0.178,0.827074477653746
"TPM4",5.34156495482399e-05,0.807855897812102,0.206,0.115,0.838946191804656
"RASGRF2",5.41965656502174e-05,0.4803153374443,0.247,0.14,0.851211260102314
"AATK",5.58604134794005e-05,0.619465692778946,0.247,0.142,0.877343654107464
"CHCHD6",5.64376429393379e-05,0.530235800612186,0.159,0.078,0.886409620005241
"MCL1",5.72654640257816e-05,0.698104480536971,0.224,0.129,0.899411377988926
"JAM3",5.91711444186518e-05,0.567807818872188,0.288,0.18,0.929341994239345
"ARL13B",5.99174670081621e-05,0.66166645879193,0.235,0.14,0.941063736830193
"RHBDD2",6.17516627804649e-05,0.625242798376026,0.112,0.047,0.969871615629982
"KLF6",6.18613128465277e-05,0.609957077369352,0.171,0.087,0.971593779567563
"COQ4",6.92548855328925e-05,0.591670595843226,0.194,0.105,1
"STK40",6.96450906336753e-05,0.837627369577721,0.153,0.076,1
"PTMA",7.01570799653267e-05,0.440511283496909,0.282,0.172,1
"SPATA7",7.97464479846489e-05,0.619129566382798,0.218,0.127,1
"LCLAT1",8.08521418512452e-05,0.6492056521273,0.229,0.133,1
"COL16A1",8.9097694399443e-05,0.666136563308375,0.271,0.164,1
"GRB10",9.55477233534745e-05,0.507473936534477,0.171,0.087,1
"DYX1C1",9.56229550318436e-05,0.493469756719626,0.141,0.068,1
"MZF1",9.67444290593286e-05,0.5818614271614,0.171,0.088,1
"SH3GL2",0.000100328587278278,0.630939196293845,0.265,0.161,1
"YBX3",0.000121233301611922,0.641074029943729,0.259,0.159,1
"TRAF3IP1",0.000144980037297397,0.645223521652707,0.194,0.11,1
"BCAS1",0.000151437092253115,0.593158614137337,0.288,0.184,1
"ARHGEF2",0.000154244293044771,0.514027629948776,0.112,0.049,1
"ARHGAP39",0.000159987850710376,0.670051461180549,0.159,0.082,1
"ATP11A",0.000163436102314815,0.398758914413521,0.229,0.133,1
"SLC44A3",0.000172914987800396,1.13351717451988,0.2,0.119,1
"CABIN1",0.000173069863464275,0.620219517434414,0.235,0.144,1
"VPS9D1",0.000176465827059239,0.550994836499777,0.153,0.077,1
"CFDP1",0.000179524962560691,0.529986617499298,0.247,0.151,1
"ZBED5",0.00018099104915479,0.585707006865796,0.206,0.12,1
"NR4A2",0.00018956719321168,0.866410512875771,0.294,0.197,1
"CEP290",0.000194382096360069,0.485568907474607,0.2,0.115,1
"MAMDC2",0.000194592260686716,0.375118796424467,0.118,0.053,1
"WRB",0.000205107564747836,0.460330938397343,0.118,0.053,1
"ANKRD37",0.000216404015815582,0.540757209594109,0.124,0.059,1
"PPP1R7",0.000221131210520289,0.514894960784871,0.124,0.058,1
"KIFC3",0.000228273799330678,0.36028920977484,0.135,0.065,1
"TRDMT1",0.00023692415769896,0.489099143786553,0.124,0.058,1
"COG7",0.000240406496420137,0.385067460477374,0.206,0.118,1
"LRP2",0.000259935332875183,0.519814166102375,0.182,0.1,1
"INTS6L",0.000266807313691933,0.553180202559003,0.159,0.083,1
"CLHC1",0.000283705180983853,0.368968972711887,0.171,0.092,1
"CDK18",0.000290403458777306,0.48131496996909,0.2,0.113,1
"MLXIP",0.00030785520544632,0.471749084918772,0.141,0.071,1
"HSPB8",0.000316194021806315,0.694121653297925,0.294,0.197,1
"FA2H",0.000327103412042682,0.4877009479152,0.171,0.093,1
"EEF1A1",0.000339126786010947,0.530182460896366,0.253,0.157,1
"SHISA5",0.000341955006334333,0.379214080426834,0.112,0.052,1
"USP39",0.000355568878311503,0.636742270532944,0.306,0.199,1
"IQCE",0.000359780411621057,0.403365667463012,0.141,0.072,1
"WDR61",0.000363858205746094,0.473657233520191,0.159,0.086,1
"CARNS1",0.00036701503573781,0.648741341461771,0.253,0.159,1
"MOG",0.00037083811107471,0.523209295874036,0.212,0.125,1
"DNAJB6",0.000381297886769811,0.756257990634512,0.259,0.168,1
"GSTP1",0.000398627531524292,0.371021950178082,0.118,0.055,1
"ANKRD42",0.000411782585982025,0.428396482916572,0.106,0.048,1
"TMEM50B",0.000416691982207945,0.388319463757879,0.165,0.089,1
"BRD2",0.000417529528129552,0.390800048426593,0.153,0.08,1
"PKIG",0.000428793080732356,0.511328228595314,0.206,0.119,1
"LGR5",0.000463550733794767,0.361358438697481,0.129,0.064,1
"STXBP4",0.000466964328371875,0.715625709955368,0.206,0.126,1
"MTMR7",0.000498080728187935,0.429689365015343,0.165,0.089,1
"MRPS27",0.000501315985166686,0.591762176720227,0.176,0.1,1
"LAMA3",0.000507670033973969,0.336871203455865,0.112,0.052,1
"ADAMTS18",0.000524780887516214,0.514326587861566,0.171,0.095,1
"RAP1GAP2",0.000549984997265864,0.562596693063491,0.182,0.105,1
"CD22",0.00056657484596405,0.439280835069332,0.147,0.077,1
"CHST9",0.000589643697338686,0.534330689288197,0.247,0.155,1
"C18orf25",0.000590850357232554,0.492157219352212,0.159,0.088,1
"COL6A1",0.000634973682854355,0.563412969224921,0.129,0.066,1
"RUNX1",0.00064585947757857,0.351765252307484,0.118,0.057,1
"NUDT4",0.000663892759646143,0.534686238464298,0.171,0.098,1
"PACS2",0.000689125526225413,0.451957485379585,0.265,0.175,1
"MT1X",0.000691954456365816,0.458817100732835,0.288,0.188,1
"SLC25A29",0.000718221717056,0.422294925411774,0.259,0.167,1
"UBB",0.000780728485053437,0.555023722995521,0.282,0.193,1
"MATN2",0.000802479122236755,0.466731177742051,0.141,0.075,1
"MED25",0.000830499026937245,0.284884045788912,0.106,0.05,1
"LIMK2",0.000836485314335214,0.497798341973015,0.129,0.068,1
"ZNF26",0.000839297762068114,0.377728346407964,0.129,0.066,1
"MYO1D",0.000847427889170397,0.472725292225765,0.259,0.169,1
"ATAT1",0.00084786904529056,0.278348048801414,0.135,0.069,1
"PROX1",0.000872450721885663,0.566939964798224,0.141,0.077,1
"CNDP1",0.000951990702027356,0.520632465097846,0.229,0.145,1
"B9D1",0.00103001519950255,0.494458777038348,0.112,0.055,1
"RIC8B",0.0011059148929422,0.663876304195703,0.271,0.186,1
"CDK10",0.00111521539832475,0.573775204136695,0.147,0.081,1
"NCOR2",0.00113162523482815,0.514488562594959,0.265,0.181,1
"TMEM63A",0.00113302336162324,0.454134926652971,0.241,0.154,1
"AGBL3",0.0011534927516885,0.373727456567085,0.141,0.076,1
"TTYH2",0.0011676765387726,0.381234301476146,0.235,0.151,1
"FOXP2",0.00121226872697686,0.335137058424508,0.141,0.075,1
"TASP1",0.00124358364965978,0.408982986907584,0.276,0.19,1
"TESC",0.00136688180237184,0.768287683444382,0.147,0.083,1
"ABHD3",0.00136859956326922,0.708524955931803,0.147,0.085,1
"LRP2BP",0.00140670857282157,0.730309372190982,0.212,0.136,1
"IFT74",0.0014591562741321,0.375619460606808,0.165,0.095,1
"CATSPER2",0.00145999239254862,0.406567109001353,0.147,0.08,1
"ABCA5",0.00151546569934926,0.685122469727535,0.135,0.075,1
"RPL27A",0.0015612106238348,0.433543282902083,0.106,0.051,1
"KLF13",0.0017102668712748,0.561392561602787,0.124,0.066,1
"NOS1AP",0.00176973742521663,0.57187667927956,0.171,0.1,1
"B3GLCT",0.00182949159184184,0.626006472181474,0.153,0.088,1
"LAMA2",0.00183268306077686,0.350670720417215,0.271,0.179,1
"ANAPC16",0.00183394705690937,0.33143678270101,0.212,0.134,1
"HNRNPL",0.00184130149218892,0.319906036208377,0.212,0.13,1
"NDUFAF6",0.00208655696794201,0.364256558763351,0.2,0.125,1
"RPS2",0.0020900174502802,0.481306348735352,0.118,0.062,1
"ABTB2",0.00218150021393546,0.386367795266872,0.165,0.097,1
"ARHGAP22",0.00228676091098977,0.561386549385835,0.188,0.117,1
"PITPNA",0.00230316164092997,0.382006279537009,0.235,0.157,1
"HERPUD1",0.00235286365673933,0.572096927701838,0.147,0.085,1
"FANCC",0.00240863122203017,0.382603104765628,0.124,0.066,1
"ABCA2",0.00250250454904968,0.414309210536915,0.282,0.195,1
"SYNJ2",0.00255918986179444,0.423734368971576,0.224,0.147,1
"ACAD10",0.00262480765902899,0.361464314651163,0.135,0.076,1
"ABHD6",0.00268146812828772,0.491175562820981,0.135,0.076,1
"ANKRD23",0.00274023078462172,0.503476457821203,0.124,0.067,1
"FSD1L",0.00290566803324285,0.558534536470675,0.194,0.126,1
"EFCAB11",0.00304398218156621,0.603360829434952,0.182,0.115,1
"HNRNPM",0.00308276451888762,0.51256301073744,0.247,0.175,1
"ZBTB46",0.00312127296860476,0.268255393656637,0.135,0.076,1
"PPP1R16B",0.0032492887882381,0.370278730542877,0.159,0.094,1
"MYO9B",0.00329433753383308,0.416375678289768,0.2,0.126,1
"DEPTOR",0.00339345247632735,0.276856464834337,0.129,0.071,1
"MTA1",0.00350650575541582,0.360402906279959,0.135,0.076,1
"RPP38",0.00364054184872368,0.290847024531565,0.112,0.059,1
"NENF",0.00366146715629471,0.362377890254775,0.118,0.063,1
"HSPA4L",0.00374081024899612,0.620956282128492,0.112,0.061,1
"GXYLT2",0.00384425332603395,0.395727383647798,0.118,0.063,1
"SH3TC2",0.00388200314639094,0.353826382993138,0.124,0.069,1
"ST8SIA1",0.00406334807905935,0.573834815163188,0.271,0.198,1
"ABHD12",0.00416933494026608,0.498286721567724,0.171,0.107,1
"RAB11B",0.00435420501042006,0.473533572607375,0.124,0.069,1
"IWS1",0.00435477971961618,0.467934013668065,0.265,0.186,1
"MZT2B",0.00445964076484291,0.334945213354329,0.112,0.06,1
"SATB2",0.00452647315339085,0.396054107593452,0.159,0.099,1
"SUN1",0.0045373898110611,0.53973891539114,0.229,0.158,1
"HSPA8",0.0046100648894462,0.504499114302809,0.224,0.155,1
"PKD1",0.00465132322189833,0.43546579047364,0.271,0.191,1
"HS6ST1",0.00477447639358456,0.572731158070616,0.118,0.066,1
"BCAT2",0.00479040650066546,0.442829955911663,0.282,0.199,1
"SUPT5H",0.00493132380137954,0.307725206810758,0.159,0.095,1
"DDB1",0.0050138675794004,0.515584815678835,0.176,0.113,1
"NKX6-2",0.00507134204087674,0.416289432375578,0.112,0.062,1
"TOB1",0.00508761528074388,0.388461197417158,0.153,0.094,1
"ITGA2",0.00511839895375812,0.440505551451584,0.147,0.087,1
"WDR27",0.0051626888328671,0.484365035567319,0.206,0.138,1
"DYNLRB1",0.0055840287637334,0.493918069508985,0.129,0.075,1
"KLHL21",0.00561956339870898,0.593935569301807,0.171,0.111,1
"KIAA1841",0.00586450946567054,0.343278187986811,0.159,0.096,1
"RPS3",0.00586887164347754,0.353806750943889,0.106,0.057,1
"LRRFIP1",0.005917973937726,0.507694370074022,0.259,0.186,1
"NPHP4",0.00594517728394874,0.278490487659163,0.141,0.083,1
"PRPF4B",0.00596944092666755,0.393807216940892,0.218,0.153,1
"HHAT",0.00611831458513037,0.343055663875789,0.176,0.111,1
"SP3",0.00619950311955795,0.700329415757505,0.218,0.149,1
"CDKL1",0.00620208153192741,0.296783347781646,0.124,0.071,1
"TMEM123",0.0062591237301548,0.365473303177293,0.153,0.094,1
"CEP97",0.00629358151952671,0.591014018161771,0.141,0.085,1
"CCP110",0.00630729393536668,0.46558441501331,0.212,0.141,1
"ATF4",0.00630816654138546,0.494195249281273,0.141,0.084,1
"PRMT2",0.0063193753131565,0.529858324047125,0.253,0.182,1
"PTPN21",0.00643937030203368,0.487463738371782,0.124,0.072,1
"PTS",0.00650311820458652,0.341946431535994,0.153,0.095,1
"C19orf18",0.00651359606457851,0.271914676649906,0.124,0.071,1
"WDR6",0.00652576173910359,0.591446144783849,0.2,0.136,1
"CSRNP1",0.00678226246023242,0.468217097714146,0.159,0.1,1
"C14orf132",0.00684443325309738,0.444713277004124,0.229,0.161,1
"MAPRE3",0.00703554386192657,0.268240157627652,0.135,0.08,1
"TAF1B",0.00743588430367657,0.377241910252212,0.118,0.068,1
"BAZ1A",0.00794451043050213,0.355301866167298,0.124,0.071,1
"LENG8",0.00815782051572109,0.504614531954578,0.247,0.173,1
"HS3ST4",0.00826208547642642,0.267241340175134,0.171,0.108,1
"ASPA",0.00842366856559311,0.377808194486989,0.159,0.099,1
"ZBTB7A",0.00854820444053249,0.550022920261784,0.124,0.072,1
"PLCH1",0.00870527198783261,0.553866780193239,0.247,0.18,1
"RP4-777O23.3",0.00884697051130325,0.437669185950549,0.206,0.144,1
